Animal's Name,License Issue Date,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
Joey,2015-12-22T00:00:00.000,820853,Miniature Pinscher,,Dog,98144
Tex,2015-11-17T00:00:00.000,901182,Border Collie,Mix,Dog,98112
Jellie,2015-12-01T00:00:00.000,892002,Russian Blue,,Cat,98112-4729
Lola,2015-11-23T00:00:00.000,894667,Border Collie,"Retriever, Labrador",Dog,98125
Dixie,2015-11-12T00:00:00.000,819997,Terrier,Mix,Dog,98125
Yasmine,2015-11-05T00:00:00.000,892013,Domestic Shorthair,,Cat,98199
Mao Mao,2015-12-18T00:00:00.000,949323,Domestic Shorthair,,Cat,98126
Yuka,2015-12-08T00:00:00.000,946826,"Retriever, Labrador",Mix,Dog,98108
Annie,2015-12-15T00:00:00.000,949912,Domestic Shorthair,,Cat,98106
Tina,2015-07-22T00:00:00.000,577639,Domestic Shorthair,,Cat,98125
,2015-10-20T00:00:00.000,422896,Domestic Shorthair,,Cat,98126
Kitten,2015-07-13T00:00:00.000,429534,Domestic Shorthair,,Cat,98117
Pearl,2015-12-14T00:00:00.000,946541,Spaniel,Mix,Dog,98136
Carter,2015-07-23T00:00:00.000,583069,Beagle,,Dog,98117
Simon,2015-08-07T00:00:00.000,820121,Xoloitzcuintli,,Dog,98118
Buddy,2015-07-15T00:00:00.000,421702,Border Collie,,Dog,98115
Toby,2015-10-06T00:00:00.000,820382,Maltese,Mix,Dog,98133
Mr Zee,2015-08-14T00:00:00.000,268447,Domestic Longhair,,Cat,98118
Charlie,2015-08-22T00:00:00.000,569568,Domestic Shorthair,,Cat,98117
Kai,2015-09-29T00:00:00.000,,"Retriever, Flat-Coated","Retriever, Chesapeake Bay",Dog,98115
Coco,2015-07-08T00:00:00.000,432524,"Chihuahua, Short Coat",,Dog,98108
Tasha,2015-11-03T00:00:00.000,824372,Domestic Shorthair,,Cat,98133
Amber,2015-07-22T00:00:00.000,568982,Domestic Medium Hair,,Cat,98116
Sydney,2015-09-01T00:00:00.000,574940,Australian Cattle Dog,Australian Shepherd,Dog,98103
Xandari,2015-11-13T00:00:00.000,358529,Border Collie,Mix,Dog,98102
Dizzy,2015-12-04T00:00:00.000,956831,"Retriever, Labrador",Mix,Dog,98103
Bug,2015-08-25T00:00:00.000,267794,Domestic Shorthair,,Cat,98117
Cassie,2015-08-27T00:00:00.000,438874,"Terrier, American Pit Bull",,Dog,98107
Sunny,2015-10-09T00:00:00.000,821987,"Retriever, Golden",,Dog,98105
Freddie,2015-11-17T00:00:00.000,899225,"Retriever, Golden",,Dog,98105
Lucy,2015-09-17T00:00:00.000,346570,Domestic Shorthair,,Cat,98117
Lucy,2015-12-15T00:00:00.000,955837,"Retriever, Labrador",Mix,Dog,98117
Misty,2015-11-13T00:00:00.000,902754,"Spaniel, English Springer",,Dog,98177
Gingerbread,2015-12-09T00:00:00.000,130529,"Dachshund, Standard Smooth Haired",,Dog,98126
Sugar,2015-08-19T00:00:00.000,268244,Domestic Shorthair,,Cat,98103
Mee Sha,2015-12-18T00:00:00.000,140203,Shih Tzu,,Dog,98146
Topper,2015-12-16T00:00:00.000,206625,Bichon Frise,,Dog,98108
Pierre,2015-12-04T00:00:00.000,894128,"Poodle, Miniature",,Dog,98115
Oliver,2015-11-18T00:00:00.000,955122,Pug,,Dog,98136
Felix,2015-07-17T00:00:00.000,430127,Domestic Shorthair,,Cat,98102
Homer,2015-09-18T00:00:00.000,358691,Basset Hound,,Dog,98112
Kaleb,2015-07-21T00:00:00.000,430749,Devon Rex,,Cat,98144
Salsa,2015-11-30T00:00:00.000,817929,Domestic Shorthair,,Cat,98133
Mollie,2015-07-31T00:00:00.000,432958,"Spaniel, English Springer",,Dog,98117
Murdoch,2015-09-08T00:00:00.000,435129,"Retriever, Labrador",,Dog,98125
Clooney,2015-07-01T00:00:00.000,351703,Portuguese Water Dog,,Dog,98126
Walter,2015-07-30T00:00:00.000,436418,Dalmatian,,Dog,98117
Charlie,2015-12-04T00:00:00.000,270008,"Spaniel, Cavalier King Charles",,Dog,98105
Ruth,2015-07-11T00:00:00.000,431422,Australian Shepherd,,Dog,98199
Roxie,2015-11-10T00:00:00.000,,Boxer,Chinese Shar-Pei,Dog,98118
Perky,2015-07-31T00:00:00.000,574698,Australian Shepherd,Mix,Dog,98103
Gizmo,2015-11-17T00:00:00.000,574884,Terrier,Pomeranian,Dog,98144
Bentley,2015-11-10T00:00:00.000,131288,"Retriever, Labrador",,Dog,98102
Spike,2015-07-01T00:00:00.000,347324,Domestic Shorthair,,Cat,98121
Tucker,2015-08-21T00:00:00.000,576790,Havanese,,Dog,98102
Lola,2015-12-28T00:00:00.000,822725,Domestic Shorthair,,Cat,98133
Webber,2015-12-18T00:00:00.000,899359,"Retriever, Golden","Poodle, Standard",Dog,98117
Sadie,2015-08-28T00:00:00.000,576747,Greater Swiss Mountain Dog,,Dog,98122
Natasha,2015-08-11T00:00:00.000,,Domestic Shorthair,,Cat,98115
Jasper,2015-09-24T00:00:00.000,577266,"Retriever, Chesapeake Bay",Mix,Dog,98103
Pumori,2015-11-04T00:00:00.000,823407,Domestic Medium Hair,,Cat,98103
Scout,2015-12-24T00:00:00.000,714671,Domestic Shorthair,,Cat,98136
Rudy,2015-11-08T00:00:00.000,820607,"Terrier, Rat",,Dog,98178
Starburst,2015-10-16T00:00:00.000,817904,Domestic Medium Hair,,Cat,98125
Phoebe,2015-11-05T00:00:00.000,890271,Domestic Medium Hair,,Cat,98103
Dunes,2015-07-14T00:00:00.000,434371,Domestic Shorthair,,Cat,98115
Zella,2015-07-28T00:00:00.000,427879,Domestic Shorthair,,Cat,98112
Lilly,2015-07-22T00:00:00.000,566326,"Terrier, Yorkshire","Poodle, Miniature",Dog,98103
Jake,2015-08-26T00:00:00.000,268482,Domestic Shorthair,,Cat,98177
Snowball,2015-07-18T00:00:00.000,274441,Domestic Longhair,,Cat,98116
Fannie,2015-07-21T00:00:00.000,422473,"Welsh Corgi, Cardigan",,Dog,98105
Maggie,2015-12-01T00:00:00.000,432649,"Retriever, Golden",,Dog,98146
,2015-07-11T00:00:00.000,344447,Domestic Shorthair,,Cat,98109
Isolde,2015-07-25T00:00:00.000,427602,Domestic Shorthair,,Cat,98103
Ricky,2015-12-18T00:00:00.000,898782,Siberian Husky,Mix,Dog,98116
Scooter,2015-12-23T00:00:00.000,429350,LaPerm,,Cat,98117
Jezebel,2015-12-29T00:00:00.000,75206,Australian Cattle Dog,Mix,Dog,98122
Tico,2015-09-04T00:00:00.000,569715,Domestic Shorthair,,Cat,98133
D. Max Macavity,2015-07-17T00:00:00.000,569973,Domestic Medium Hair,,Cat,98117
Riley Jamal,2015-12-08T00:00:00.000,825661,Whippet,,Dog,98126
Dewey,2015-10-19T00:00:00.000,822644,Domestic Shorthair,,Cat,98126
Holly,2015-10-30T00:00:00.000,954604,German Shepherd,Mix,Dog,98117
Emmy,2015-12-31T00:00:00.000,890308,Domestic Shorthair,,Cat,98106
,2015-10-05T00:00:00.000,818647,Domestic Shorthair,,Cat,98107
Quinn,2015-12-03T00:00:00.000,72856,Domestic Shorthair,,Cat,98125
Raz,2015-07-28T00:00:00.000,20146,"Setter, English","Retriever, Labrador",Dog,98144
Charlie,2015-10-09T00:00:00.000,825803,"Retriever, Labrador",,Dog,98107
Darby,2015-10-07T00:00:00.000,829185,"Terrier, Welsh",,Dog,98115
Paris,2015-08-11T00:00:00.000,272753,LaPerm,,Cat,98118
Frida,2015-07-29T00:00:00.000,430357,Siamese,Domestic Shorthair,Cat,98119
Chloe,2015-10-30T00:00:00.000,958533,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98118
Stella,2015-08-04T00:00:00.000,437437,Pug,,Dog,98115
Lulu,2015-07-07T00:00:00.000,437535,"Bulldog, French",,Dog,98102
Roca,2015-07-21T00:00:00.000,573105,Domestic Shorthair,,Cat,98103
Shadow,2015-12-10T00:00:00.000,573163,Domestic Shorthair,,Cat,98133
Toffee,2015-11-06T00:00:00.000,900261,Australian Shepherd,,Dog,98108
Clarke,2015-11-25T00:00:00.000,890631,Domestic Shorthair,,Cat,98199
Holmes,2015-10-05T00:00:00.000,716090,Domestic Medium Hair,,Cat,98125
Laika,2015-12-08T00:00:00.000,955387,"Retriever, Labrador",Rottweiler,Dog,98117
Fluffy,2015-12-29T00:00:00.000,952691,Domestic Shorthair,,Cat,98117
Tish,2015-12-08T00:00:00.000,953002,Domestic Longhair,,Cat,98144
Lucky,2015-07-06T00:00:00.000,23401,"Retriever, Golden","Retriever, Labrador",Dog,98107
Waffles,2015-12-29T00:00:00.000,78685,"Retriever, Golden",,Dog,98136
Tobias,2015-11-06T00:00:00.000,,Domestic Shorthair,,Cat,98105
Colby,2015-07-25T00:00:00.000,583977,Australian Shepherd,Border Collie,Dog, 
Brutus,2015-11-24T00:00:00.000,573368,Domestic Longhair,,Cat,98144
Sonic,2015-08-25T00:00:00.000,573446,Domestic Shorthair,,Cat,98108
Ebbie,2015-12-17T00:00:00.000,723431,"Dachshund, Standard Long Haired","Chihuahua, Short Coat",Dog,98103
Olive,2015-10-13T00:00:00.000,827464,German Shepherd,,Dog,98133
Bella,2015-12-10T00:00:00.000,827388,"Terrier, Cairn",,Dog,98126
Ukiko,2015-08-10T00:00:00.000,584087,Shiba Inu,Mix,Dog,98117
Toby,2015-12-26T00:00:00.000,135308,"Retriever, Labrador",,Dog,98103
Toby,2015-12-16T00:00:00.000,433029,Domestic Longhair,,Cat,98117
LuLu,2015-12-24T00:00:00.000,817899,Persian,,Cat,98144
Howard,2015-12-15T00:00:00.000,948782,Domestic Shorthair,,Cat,98116
Chula,2015-12-31T00:00:00.000,943943,Domestic Longhair,,Cat,98115
Hermie,2015-11-07T00:00:00.000,891532,Domestic Shorthair,,Cat,98102
Sadie,2015-12-08T00:00:00.000,949079,Domestic Shorthair,,Cat,98119
Sofie,2015-08-21T00:00:00.000,437286,Terrier,,Dog,98199
Starbucks,2015-10-06T00:00:00.000,437540,"Welsh Corgi, Pembroke","Dachshund, Miniature Smooth Haired",Dog,98115
Buster,2015-07-28T00:00:00.000,576528,Bichon Frise,,Dog,98126
Barnabas Collins,2015-10-05T00:00:00.000,573409,Domestic Shorthair,,Cat,98112
Lily,2015-08-20T00:00:00.000,433087,Domestic Medium Hair,,Cat,98122
Scout,2015-10-06T00:00:00.000,828208,"Schnauzer, Miniature","Poodle, Miniature",Dog,98118
Chewy,2015-11-12T00:00:00.000,,"Retriever, Golden",Mix,Dog,98115
Baylor,2015-08-13T00:00:00.000,582260,"Terrier, Cairn",,Dog,98117
Panther,2015-12-04T00:00:00.000,896920,Domestic Shorthair,,Cat,98112
Lily,2015-08-30T00:00:00.000,576311,Beagle,,Dog,98115
Miso,2015-12-17T00:00:00.000,716358,Domestic Shorthair,,Cat,98103
Kaia,2015-10-06T00:00:00.000,826921,Australian Cattle Dog,Mix,Dog,98117
Eleanor,2015-10-06T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98102
Murray,2015-10-14T00:00:00.000,,Basset Hound,German Shepherd,Dog,98118
Victoria,2015-08-17T00:00:00.000,571402,Italian Greyhound,,Dog,98125
Tsotsi,2015-11-17T00:00:00.000,439057,Rottweiler,Border Collie,Dog,98106
Sophie,2015-07-28T00:00:00.000,433418,Domestic Medium Hair,,Cat,
Carolina,2015-07-20T00:00:00.000,833921,"Retriever, Labrador",Border Collie,Dog,98136
Sunshine,2015-10-27T00:00:00.000,832948,Domestic Shorthair,,Cat,98112
Angelina,2015-07-15T00:00:00.000,431334,Papillon,,Dog,98117
Rocco,2015-07-07T00:00:00.000,431345,"Terrier, Yorkshire",,Dog,98107
Pilau,2015-10-06T00:00:00.000,,Domestic Shorthair,,Cat,98103
Buckley,2015-11-17T00:00:00.000,828718,Beagle,,Dog,98115
Ginger,2015-12-10T00:00:00.000,896198,Domestic Medium Hair,,Cat,98116
Tetley,2015-11-10T00:00:00.000,901303,Xoloitzcuintli,,Dog,98117
Dream,2015-11-24T00:00:00.000,901401,Mastiff,,Dog,98125
Oscar,2015-11-24T00:00:00.000,896705,LaPerm,,Cat,98115
Hailey Mae,2015-11-17T00:00:00.000,894544,Bichon Frise,Mix,Dog,98136
Maggie,2015-08-31T00:00:00.000,574191,Domestic Shorthair,,Cat,98102
Marley,2015-12-02T00:00:00.000,899230,"Retriever, Labrador",,Dog,98177
Presley,2015-12-31T00:00:00.000,951010,Dalmatian,,Dog,98118
Kila,2015-10-27T00:00:00.000,820271,Shepherd,Siberian Husky,Dog,98177
Montana,2015-10-07T00:00:00.000,818769,Domestic Longhair,,Cat,98136
MacDuff III,2015-12-29T00:00:00.000,,"Collie, Rough",,Dog,98119
Emma,2015-08-28T00:00:00.000,581450,"Chihuahua, Short Coat",,Dog,98103
Emma,2015-08-28T00:00:00.000,581450,"Chihuahua, Short Coat",,Dog,98103
Luna,2015-11-17T00:00:00.000,356681,Shih Tzu,Bichon Frise,Dog,98199
Sophie,2015-12-21T00:00:00.000,833022,Domestic Longhair,,Cat,98115
Caravagio,2015-12-22T00:00:00.000,948485,Domestic Shorthair,,Cat,98109
Cali,2015-11-30T00:00:00.000,725735,"Retriever, Labrador",,Dog,98115
Henri,2015-08-14T00:00:00.000,,"Dachshund, Standard Long Haired",,Dog,98119
Zoey,2015-12-18T00:00:00.000,273964,Domestic Shorthair,,Cat,98103
Stella Mia,2015-09-09T00:00:00.000,357502,"Poodle, Miniature",,Dog,98115
Lulu,2015-12-24T00:00:00.000,949365,Domestic Shorthair,,Cat,98106
Mona,2015-07-10T00:00:00.000,127117,"Retriever, Labrador",Boxer,Dog,98115
Finn,2015-07-21T00:00:00.000,434269,Domestic Shorthair,,Cat,98103
Pumpkin,2015-08-04T00:00:00.000,434427,Domestic Shorthair,,Cat,98115
Zoey,2015-07-08T00:00:00.000,441520,German Shepherd,,Dog,98115
Yoki,2015-07-28T00:00:00.000,,Siamese,,Cat,98199
Hank,2015-10-08T00:00:00.000,825362,Domestic Shorthair,,Cat,98116
Charlie,2015-07-22T00:00:00.000,582368,"Spaniel, American Cocker",,Dog,98199
Toby,2015-07-31T00:00:00.000,578278,American Shorthair,,Cat,98115
Marti,2015-11-12T00:00:00.000,578102,Domestic Shorthair,,Cat,98112
Londonderry,2015-09-25T00:00:00.000,583212,Shih Tzu,,Dog,98108
Ruby,2015-11-24T00:00:00.000,897386,Domestic Longhair,,Cat,98199
Daisy,2015-10-06T00:00:00.000,832122,Domestic Medium Hair,,Cat,98125
Lily,2015-10-06T00:00:00.000,,Domestic Longhair,,Cat,98119
Serena,2015-10-30T00:00:00.000,830563,"Schnauzer, Miniature",,Dog,98115
Pamp,2015-10-29T00:00:00.000,830921,"Terrier, Jack Russell","Dachshund, Standard Smooth Haired",Dog,98118
Ty,2015-10-05T00:00:00.000,820955,"Terrier, American Pit Bull",,Dog,98106
Gaston,2015-11-24T00:00:00.000,897591,Domestic Shorthair,,Cat,98136
,2015-11-30T00:00:00.000,902599,Norwegian Elkhound,Mix,Dog,98115
Louis,2015-11-10T00:00:00.000,902709,"Schnauzer, Miniature",,Dog,98119
Beatrice,2015-12-17T00:00:00.000,897159,Domestic Shorthair,,Cat,98133
Kisses,2015-11-16T00:00:00.000,,Havanese,,Dog,98112
Princess Yeti,2015-12-08T00:00:00.000,954408,Domestic Longhair,,Cat,98125
Billy,2015-12-27T00:00:00.000,962021,"Poodle, Miniature",,Dog,98177
Harry,2015-11-13T00:00:00.000,26192,"Schnauzer, Miniature",,Dog,98199
Zoom,2015-11-24T00:00:00.000,903893,"Spaniel, Welsh Springer",,Dog,98116
Sully,2015-07-22T00:00:00.000,349196,Domestic Shorthair,,Cat,98122
Cassy,2015-11-24T00:00:00.000,80018,"Poodle, Standard",,Dog,98122
Shadow,2015-12-04T00:00:00.000,894185,"Dachshund, Standard Smooth Haired",Mix,Dog,98146
Misha,2015-11-17T00:00:00.000,198141,Domestic Shorthair,,Cat,98107
Eleanor,2015-07-21T00:00:00.000,331272,"Retriever, Labrador",Border Collie,Dog,98106
Rambeaux,2015-11-03T00:00:00.000,817691,Domestic Medium Hair,,Cat,98119
Tiger,2015-12-24T00:00:00.000,953086,Domestic Shorthair,,Cat,98122
Harold,2015-10-13T00:00:00.000,831387,"Terrier, Staffordshire Bull",,Dog,98116
Dulcinea,2015-08-07T00:00:00.000,951786,Havanese,,Dog,98125
Luna,2015-11-16T00:00:00.000,358322,"Retriever, Chesapeake Bay",,Dog,98126
Ned,2015-10-13T00:00:00.000,895887,American Shorthair,,Cat,98125
Winston,2015-11-10T00:00:00.000,900271,Pug,Beagle,Dog,98105
Midnight,2015-08-21T00:00:00.000,269248,Domestic Medium Hair,,Cat,98117
Silly,2015-12-16T00:00:00.000,,Scottish Fold,,Cat,98119
Max,2015-11-20T00:00:00.000,,Domestic Shorthair,,Cat,98115
Molly,2015-07-28T00:00:00.000,,Havanese,,Dog,98119
Charlie,2015-11-03T00:00:00.000,834115,Hound,Mix,Dog,98136
Leo,2015-08-25T00:00:00.000,282688,Domestic Shorthair,,Cat,98112
Cher,2015-07-14T00:00:00.000,84612,Maltese,"Poodle, Miniature",Dog,98112
Maggie,2015-11-04T00:00:00.000,903756,"Retriever, Golden",,Dog,98105
Radar,2015-11-24T00:00:00.000,27195,Terrier,Border Collie,Dog,98126
Hunter,2015-08-03T00:00:00.000,442415,Siberian Husky,,Dog,98109
Chip,2015-09-22T00:00:00.000,442545,"Retriever, Labrador",,Dog,98103
Gigi,2015-08-26T00:00:00.000,360156,Domestic Shorthair,,Cat,98107
Panda,2015-11-03T00:00:00.000,832666,Domestic Medium Hair,,Cat,98103
,2015-08-10T00:00:00.000,439249,Pomeranian,,Dog,98144
Charki,2015-08-09T00:00:00.000,584452,LaPerm,,Cat,98199
June Bug,2015-07-30T00:00:00.000,584796,"Retriever, Labrador","Poodle, Standard",Dog,98199
Jordan,2015-07-25T00:00:00.000,579441,Shih Tzu,,Dog,98121
Russelll,2015-11-24T00:00:00.000,585283,"Retriever, Labrador",Mix,Dog,98109
Glen,2015-07-25T00:00:00.000,833865,American Shorthair,,Cat,98199
Curio,2015-09-01T00:00:00.000,586642,LaPerm,,Cat,98125
Optimus Prime,2015-08-19T00:00:00.000,586526,Domestic Shorthair,,Cat,98103
Canyon,2015-08-04T00:00:00.000,584646,"Retriever, Labrador","Pointer, German Shorthaired",Dog,98115
Bella,2015-11-16T00:00:00.000,,"Retriever, Golden",,Dog,98122
Miss Yum Yum,2015-07-12T00:00:00.000,429257,Snowshoe,,Cat,98107
Ginger,2015-07-21T00:00:00.000,833853,Domestic Medium Hair,,Cat,98109
Moey,2015-08-04T00:00:00.000,,"Retriever, Labrador",,Dog,98116
Jack Wuflestad,2015-12-18T00:00:00.000,,"Retriever, Labrador",,Dog,98107
Henry,2015-11-05T00:00:00.000,832869,Domestic Longhair,,Cat,98199
Coco,2015-10-26T00:00:00.000,834367,"Retriever, Labrador",,Dog,98199
Jager,2015-10-30T00:00:00.000,831996,German Shepherd,Rottweiler,Dog,98117
Luna,2015-10-12T00:00:00.000,834555,Bernese Mountain Dog,,Dog,98105
Quatchi Madayag Geiger,2015-10-22T00:00:00.000,834507,Hound,,Dog,98115
Huaso,2015-10-13T00:00:00.000,834549,"Chihuahua, Short Coat",,Dog,98107
Po,2015-10-06T00:00:00.000,832947,Ragdoll,,Cat,98109
Bella,2015-09-04T00:00:00.000,215779,Shih Tzu,,Dog,98199
Dolce,2015-10-27T00:00:00.000,897824,Bengal,,Cat,98119
Radar,2015-11-05T00:00:00.000,,Catahoula Leopard dog,"Welsh Corgi, Cardigan",Dog,98126
Amurd,2015-11-13T00:00:00.000,897898,American Shorthair,,Cat,98101
Kit Kat,2015-10-19T00:00:00.000,732370,Domestic Shorthair,,Cat,98105
Rutabaga,2015-10-13T00:00:00.000,732380,Domestic Shorthair,,Cat,98118
Josie,2015-12-30T00:00:00.000,904131,Xoloitzcuintli,,Dog,98103
Roxy,2015-11-19T00:00:00.000,904366,"Retriever, Golden",,Dog,98103
June,2015-12-18T00:00:00.000,964121,Siberian Husky,,Dog,98119
Kinley,2015-11-20T00:00:00.000,960847,Plott Hound,,Dog,98103
Jesper,2015-12-02T00:00:00.000,905274,Domestic Shorthair,,Cat,98112
Charlie,2015-07-10T00:00:00.000,442940,"Dachshund, Standard Smooth Haired",,Dog,98103
Bugsy,2015-11-18T00:00:00.000,84228,Bichon Frise,,Dog,98106
Malkin,2015-12-16T00:00:00.000,895979,Domestic Shorthair,Siamese,Cat,98144
Maggie Mae,2015-12-27T00:00:00.000,956402,"Terrier, Scottish",,Dog,98126
Houston,2015-11-06T00:00:00.000,899534,Domestic Shorthair,,Cat,98144
Abbie,2015-07-21T00:00:00.000,438143,"Retriever, Labrador","Bulldog, American",Dog,98126
Julian,2015-11-24T00:00:00.000,208667,LaPerm,,Cat,98105
Lopez,2015-10-16T00:00:00.000,834778,Bernese Mountain Dog,,Dog,98115
Puffin,2015-12-18T00:00:00.000,129565,Domestic Longhair,,Cat,98118
Jazzy,2015-07-22T00:00:00.000,578792,Siamese,Mix,Cat,98117
Rishi,2015-09-01T00:00:00.000,578974,Domestic Shorthair,,Cat,98126
,2015-12-23T00:00:00.000,,Domestic Shorthair,,Cat,98177
Rocky,2015-12-31T00:00:00.000,445292,Shih Tzu,,Dog,98115
Boss,2015-12-23T00:00:00.000,729890,German Shepherd,,Dog,98117
Gracie,2015-07-18T00:00:00.000,433233,Domestic Longhair,,Cat,98125
Sammy,2015-09-10T00:00:00.000,579964,Papillon,,Dog,98116
Lucy,2015-09-30T00:00:00.000,730861,"Retriever, Labrador",,Dog,98133
Dakota,2015-08-10T00:00:00.000,207883,Shiba Inu,,Dog,98136
Trixie,2015-09-18T00:00:00.000,,Domestic Shorthair,,Cat,98115
Kitty,2015-12-11T00:00:00.000,202895,Domestic Shorthair,,Cat,98144
Pippa,2015-12-01T00:00:00.000,905442,"Chihuahua, Short Coat","Terrier, Jack Russell",Dog,98117
Dallas,2015-12-16T00:00:00.000,278869,"Terrier, Jack Russell",Mix,Dog,98117
Cappuccino,2015-07-14T00:00:00.000,433363,Bengal,,Cat,98136
Zoey,2015-07-07T00:00:00.000,433529,Domestic Shorthair,,Cat,98103
Frankie,2015-11-30T00:00:00.000,,German Shepherd,Rottweiler,Dog,98112
Lily,2015-12-04T00:00:00.000,,"Retriever, Golden",,Dog,98125
Louie,2015-08-27T00:00:00.000,584009,"Bulldog, French",,Dog,98102
Daisy,2015-07-07T00:00:00.000,433559,Domestic Shorthair,,Cat,98125
Scholesy,2015-07-02T00:00:00.000,464681,Maine Coon,Mix,Cat,98103
Davey,2015-07-02T00:00:00.000,444977,Maltese,Havanese,Dog,98118
Anubis,2015-07-01T00:00:00.000,731519,Miniature Pinscher,,Dog,98109
Pitah,2015-07-06T00:00:00.000,353503,Bengal,Snowshoe,Cat,98101
Molly,2015-07-07T00:00:00.000,731679,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",Dog,98103
Ted,2015-07-07T00:00:00.000,733466,Newfoundland,,Dog,98103
Quinn,2015-07-15T00:00:00.000,360582,Shiba Inu,Pomeranian,Dog,98116
Milla,2015-07-16T00:00:00.000,360586,Domestic Shorthair,,Cat,98119
Goose,2015-07-18T00:00:00.000,731338,Australian Shepherd,,Dog,98102
Boy George Butch Harrison,2015-07-21T00:00:00.000,29470,"Chihuahua, Short Coat",Mix,Dog,98108
Edith,2015-07-21T00:00:00.000,29462,German Shepherd,,Dog,98102
Falcon,2015-07-22T00:00:00.000,29488,"Retriever, Golden",,Dog,98117
Otis,2015-07-24T00:00:00.000,357571,"Retriever, Labrador",Rhodesian Ridgeback,Dog,98125
Lucas,2015-11-24T00:00:00.000,822719,Domestic Shorthair,,Cat,98117
Lucas,2015-11-24T00:00:00.000,822719,Domestic Shorthair,,Cat,98117
Lucas,2015-11-24T00:00:00.000,822719,Domestic Shorthair,,Cat,98117
Peanut,2015-12-15T00:00:00.000,900793,"Chihuahua, Short Coat",,Dog,98106
Sydney,2015-10-28T00:00:00.000,,Beagle,,Dog,98121
Kaede,2015-12-08T00:00:00.000,957577,Shiba Inu,,Dog,98199
Athena,2015-11-25T00:00:00.000,896600,Domestic Shorthair,,Cat,98122
Ruby,2015-07-02T00:00:00.000,439072,Rhodesian Ridgeback,,Dog,98122
Spot,2015-07-24T00:00:00.000,439109,"Terrier, Rat",,Dog,98115
Ben,2015-07-01T00:00:00.000,432918,"Retriever, Labrador",,Dog,98133
Benji,2015-08-07T00:00:00.000,569682,Bengal,,Cat,98126
Allie,2015-07-22T00:00:00.000,583823,"Poodle, Standard",,Dog,98125
Jackie Brown,2015-12-11T00:00:00.000,895448,German Shepherd,,Dog,98107
Cleo,2015-12-01T00:00:00.000,893708,Siberian Husky,,Dog,98199
Mia,2015-10-20T00:00:00.000,814629,Domestic Shorthair,,Cat,98117
Kiko,2015-11-19T00:00:00.000,894680,"Terrier, Soft Coated Wheaten",,Dog,98115
Merlin,2015-12-02T00:00:00.000,,"Terrier, Norfolk",,Dog,98105
Shadow,2015-12-29T00:00:00.000,946297,Domestic Shorthair,,Cat,98133
Eddie Megatron,2015-10-06T00:00:00.000,828788,"Spaniel, Cavalier King Charles",Bichon Frise,Dog,98118
Yofee,2015-10-01T00:00:00.000,834331,German Shepherd,,Dog,98115
Frida,2015-10-27T00:00:00.000,828714,Shepherd,Mix,Dog,98103
Twist,2015-10-02T00:00:00.000,824369,Domestic Shorthair,,Cat,98115
Ripley,2015-12-07T00:00:00.000,899541,Chow Chow,,Dog,98115
Chip,2015-12-15T00:00:00.000,955197,"Retriever, Labrador",,Dog,98133
Odie,2015-12-15T00:00:00.000,960349,"Retriever, Labrador",,Dog,98115
Henry Blaze,2015-12-14T00:00:00.000,953779,Domestic Medium Hair,Norwegian Forest,Cat,98116
Lilo,2015-11-30T00:00:00.000,897526,LaPerm,,Cat,98115
Sebastian,2015-07-29T00:00:00.000,580648,Xoloitzcuintli,,Dog,98115
Jasper,2015-09-01T00:00:00.000,,Domestic Medium Hair,,Cat,98122
Gnocchi,2015-10-06T00:00:00.000,,Domestic Shorthair,,Cat,98116
