,id,name,host_response_time,host_acceptance_rate,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3452,758249298553805370,Seattle Urban Village- S- Roof top view deck,within an hour,73%,77.0,Cascade,47.6415,-122.32377,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Paid parking off premises"", ""Fire extinguisher"", ""Pocket wifi"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$204.00,30,365,30,0,0.0,,,,,,,,
3453,758249484326473614,Seattle Urban Village - V - Roof top view deck,within an hour,73%,77.0,Cascade,47.6415,-122.32377,Private room in home,Private room,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Dishes and silverware"", ""TV"", ""Room-darkening shades"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets""]",$117.00,30,356,30,2,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
3454,758249772881993445,A-Seattle Urban Village- O- Roof top view deck,within an hour,73%,77.0,Cascade,47.6415,-122.32374,Private room in serviced apartment,Private room,2,1.0,0.0,1.0,"[""Dedicated workspace"", ""Dishes and silverware"", ""Room-darkening shades"", ""Bathtub"", ""EV charger"", ""Kitchen"", ""Wifi"", ""Beach essentials"", ""Dryer"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Essentials"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$120.00,30,1125,30,0,0.0,,,,,,,,
3455,758250175071077204,Urban Village- O-private room,within an hour,73%,77.0,Cascade,47.6415,-122.32377,Private room in home,Private room,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""TV"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets""]",$113.00,12,1125,30,1,0.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,0.03
3456,758250475525855548,Seattle Urban Village-R,within an hour,73%,77.0,Cascade,47.6415,-122.32377,Private room in home,Private room,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""TV"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets""]",$111.00,12,1125,30,0,0.0,,,,,,,,
3458,758298045572786037,Mount Baker Neighborhood near Lake Washington,within an hour,100%,2.0,Rainier Valley,47.56692,-122.28074,Entire home,Entire home/apt,5,1.0,1.0,4.0,"[""Baking sheet"", ""Table corner guards"", ""Free parking on premises"", ""42 inch HDTV with Netflix"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Viking refrigerator"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Hangers"", ""LG stainless steel oven"", ""Outlet covers"", ""Cleaning products"", ""Dining table"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Clamp on table seat high chair - available upon request"", ""Books and reading material"", ""Clothing storage: closet and wardrobe"", ""Free dryer \u2013 In unit"", ""Lake view"", ""Shampoo"", ""Baby bath - available upon request"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker, french press"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Park view"", ""Coffee"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""LG electric stove"", ""Window AC unit"", ""Board games"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$194.00,1,365,0,26,3492.0,4.81,4.77,4.88,4.92,4.92,4.81,4.62,0.75
3459,758298473639284871,Heart of Downtown Seattle- 1 BR Condo,within an hour,73%,77.0,Downtown,47.61391,-122.33282,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Washer"", ""Iron"", ""Hot tub"", ""Carbon monoxide alarm"", ""Gym"", ""Shampoo"", ""Elevator"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Fire extinguisher"", ""Cooking basics"", ""Pool"", ""Breakfast"", ""Oven"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""First aid kit""]",$467.00,30,1125,30,0,0.0,,,,,,,,
3460,758591144536711054,Adorable studio guesthouse.,within an hour,100%,1.0,West Seattle,47.52611,-122.38138,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Outdoor furniture"", ""Room-darkening shades"", ""Electric stove"", ""Outdoor dining area"", ""Kitchen"", ""Dove conditioner"", ""Dove body soap"", ""Free washer \u2013 In building"", ""Private entrance"", ""Hangers"", ""42 inch HDTV with Hulu"", ""Cleaning products"", ""AC - split type ductless system"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Shared backyard \u2013 Not fully fenced"", ""Long term stays allowed"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Single level home"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Heating - split type ductless system"", ""Hot water"", ""Coffee maker"", ""Clothing storage: closet and dresser"", ""Fast wifi \u2013 675 Mbps"", ""Smoke alarm"", ""Bed linens"", ""Shared beach access"", ""Fire extinguisher"", ""Coffee"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Fire pit"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$121.00,2,365,4,91,23232.0,4.91,4.91,4.99,4.92,4.95,4.91,4.78,2.62
3461,759021444043833153,Private Room with 2 Twin Beds & Air Conditioning,within an hour,94%,21.0,Rainier Valley,47.5124564,-122.2702409,Private room in home,Private room,2,2.0,1.0,2.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Central heating"", ""Mini fridge"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Sun loungers"", ""Room-darkening shades"", ""Bathtub"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Window guards"", ""GE stainless steel single oven"", ""Hangers"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Lake access"", ""Lock on bedroom door"", ""BBQ grill"", ""Books and reading material"", ""Shower gel"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Portable heater"", ""Hot water"", ""Coffee maker"", ""Shared patio or balcony"", ""Laundromat nearby"", ""Smoke alarm"", ""Bed linens"", ""Shared beach access"", ""Bidet"", ""Fire extinguisher"", ""Coffee"", ""Drying rack for clothing"", ""Blender"", ""GE gas stove"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Clothing storage: closet"", ""Window AC unit"", ""Private backyard \u2013 Not fully fenced"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""40 inch TV with Netflix""]",$105.00,1,90,18,10,630.0,4.6,4.5,4.4,4.9,4.9,4.7,4.4,0.29
3462,759567592607553352,Seattle Urban Oasis in Vibrant Columbia City,within an hour,99%,11.0,Rainier Valley,47.55487,-122.28495,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Baking sheet"", ""Sound system"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""High chair"", ""Dishes and silverware"", ""HDTV with Roku"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Stove"", ""Coffee maker: drip coffee maker, espresso machine"", ""Cleaning products"", ""Washer"", ""Dining table"", ""Body soap"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Books and reading material"", ""Shower gel"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Game console: Nintendo Switch"", ""Hot water"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Coffee"", ""Blender"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Clothing storage: closet"", ""Board games"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Extra pillows and blankets""]",$185.00,2,120,17,112,47175.0,4.88,4.92,4.86,4.93,4.95,4.84,4.79,3.25
3463,760204907481988279,Capitol Hill studio in the middle of it all!,within an hour,100%,1.0,Capitol Hill,47.61721,-122.32354,Entire condo,Entire home/apt,1,1.0,1.0,1.0,"[""Dedicated workspace"", ""Self check-in"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""TV"", ""Room-darkening shades"", ""Shared gym in building"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Exercise equipment"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Safe"", ""Ethernet connection"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Elevator"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Private patio or balcony"", ""Cooking basics"", ""Refrigerator"", ""Heating"", ""Essentials"", ""First aid kit"", ""Extra pillows and blankets""]",$79.00,30,120,13,4,4740.0,5.0,5.0,4.75,5.0,5.0,5.0,4.75,0.18
3464,761132429333624813,"Beautiful, bright, modern space with parking",within an hour,100%,2.0,Northgate,47.6960035,-122.3186314,Entire home,Entire home/apt,4,2.0,2.0,2.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Induction stove"", ""Free washer \u2013 In unit"", ""TV"", ""Kitchen"", ""Private entrance"", ""Hangers"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Stainless steel oven"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Coffee maker: drip coffee maker, french press"", ""Keypad"", ""Fast wifi \u2013 595 Mbps"", ""Hair dryer"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Pets allowed"", ""Blender"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishwasher"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""Extra pillows and blankets""]",$128.00,4,30,22,43,4096.0,4.88,4.93,4.84,4.98,5.0,4.88,4.86,1.26
3466,761630967696453914,West Seattle Townhouse - heart of Alaska Junction,,50%,1.0,West Seattle,47.5640745,-122.3883945,Entire home,Entire home/apt,5,2.5,3.0,3.0,"[""Baking sheet"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""TV"", ""Outdoor furniture"", ""Bathtub"", ""Indoor fireplace"", ""Outdoor dining area"", ""Kitchen"", ""Private entrance"", ""Hangers"", ""Gas stove"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Ethernet connection"", ""BBQ grill"", ""Books and reading material"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Keypad"", ""Hot water"", ""Fast wifi \u2013 200 Mbps"", ""Smoke alarm"", ""Bed linens"", ""Coffee maker: french press, Nespresso"", ""Pets allowed"", ""Fire extinguisher"", ""Blender"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Refrigerator"", ""Dishwasher"", ""Stainless steel single oven"", ""Wine glasses"", ""Essentials"", ""Barbecue utensils"", ""Free street parking"", ""Extra pillows and blankets""]",$154.00,30,365,0,3,9240.0,5.0,5.0,4.67,5.0,4.67,5.0,5.0,0.14
3467,761648061091714250,Warm house,within an hour,100%,1.0,Beacon Hill,47.533583,-122.2940157,Entire home,Entire home/apt,6,2.0,3.0,3.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""55 inch HDTV with Netflix"", ""Central heating"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Kitchen"", ""Wifi"", ""Dove body soap"", ""Private entrance"", ""Hangers"", ""Stove"", ""Pantene shampoo"", ""Outlet covers"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Shower gel"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Drying rack for clothing"", ""Blender"", ""Private patio or balcony"", ""Microwave"", ""Pantene conditioner"", ""Refrigerator"", ""Cooking basics"", ""Dishwasher"", ""Clothing storage: closet"", ""Oven"", ""Board games"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Rice maker"", ""Extra pillows and blankets""]",$157.00,1,28,25,97,29202.0,4.89,4.93,4.91,4.98,4.96,4.53,4.82,3.08
3468,761670687893090922,"Green Bee Bungalow, Ballard's Greenest Bungalow!",within an hour,100%,9.0,Ballard,47.68735690487423,-122.38799070514705,Entire bungalow,Entire home/apt,2,1.5,1.0,1.0,"[""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""EV charger - level 2"", ""Bertazzoni stainless steel oven"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Cleaning products"", ""Iron"", ""Dining table"", ""AC - split type ductless system"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Puracy body soap"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Puracy shampoo"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Heating - split type ductless system"", ""Hot water"", ""Bertazzoni stainless steel induction stove"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Blender"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Bertazzoni refrigerator"", ""Dishwasher"", ""Clothing storage: closet"", ""Private backyard \u2013 Not fully fenced"", ""Board games"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit""]",$151.00,2,1125,19,47,2718.0,5.0,5.0,4.98,4.94,4.98,4.96,4.96,1.37
3470,762426816533530816,Seattle Uran Village- O-private room,within an hour,62%,46.0,Cascade,47.641497,-122.3237693,Private room in home,Private room,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""TV"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets""]",$109.00,12,1125,20,0,0.0,,,,,,,,
3471,762428409197175519,Seattle Urban Village- C- Private Room,within an hour,62%,46.0,Cascade,47.641497,-122.3237693,Private room in home,Private room,2,1.0,0.0,1.0,"[""Dedicated workspace"", ""Room-darkening shades"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Baby safety gates"", ""Washer"", ""Iron"", ""Long term stays allowed"", ""Lake access"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$120.00,12,365,0,0,0.0,,,,,,,,
3472,762428860749182274,Seattle Urban Village- C-Private Room,within an hour,62%,46.0,Cascade,47.641497,-122.3237693,Private room in home,Private room,2,1.0,0.0,1.0,"[""Dedicated workspace"", ""Room-darkening shades"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Baby safety gates"", ""Washer"", ""Iron"", ""Long term stays allowed"", ""Lake access"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$120.00,12,365,30,0,0.0,,,,,,,,
3473,762428929355626934,Seattle Urban Village- C- Private Room,within an hour,62%,46.0,Cascade,47.641497,-122.3237693,Private room in home,Private room,2,1.0,0.0,1.0,"[""Dedicated workspace"", ""Room-darkening shades"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Baby safety gates"", ""Washer"", ""Iron"", ""Long term stays allowed"", ""Lake access"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$120.00,12,365,30,0,0.0,,,,,,,,
3474,762429997919473075,A-Seattle Urban Village- G-Roof top view deck,within an hour,62%,46.0,Cascade,47.641497,-122.3237693,Private room in home,Private room,2,1.0,0.0,1.0,"[""Dedicated workspace"", ""Dishes and silverware"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Beach essentials"", ""Dryer"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Lake access"", ""Cleaning available during stay"", ""Shampoo"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Essentials"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$143.00,30,1125,30,0,0.0,,,,,,,,
